jurisdiccion,localidad,periodo,monto
Capital Federal,Congreso,06-2020,17600
Bs.As. G.B.A. Zona Sur,Almirante Brown,06-2020,16047.619047619048
Capital Federal,Boedo,06-2020,18347.826086956524
Capital Federal,"",06-2020,37888.8888888889
Bs.As. G.B.A. Zona Norte,José C Paz,06-2020,9837.5
Capital Federal,Parque Centenario,06-2020,30875
Capital Federal,Abasto,06-2020,24400
Bs.As. G.B.A. Zona Norte,"",06-2020,15842.424242424242
Capital Federal,San Telmo,06-2020,23303.797468354431
Capital Federal,Saavedra,06-2020,19592.000000000004
Capital Federal,Belgrano,06-2020,42076.887240356082
Capital Federal,Villa Devoto,06-2020,21604.255319148939
Capital Federal,Agronomía,06-2020,22833.333333333332
Bs.As. G.B.A. Zona Sur,Florencio Varela,06-2020,15000
Bs.As. G.B.A. Zona Oeste,Moreno,06-2020,13863.636363636364
Capital Federal,Puerto Madero,06-2020,101603.96039603961
Capital Federal,Palermo,06-2020,41857.206847360911
Bs.As. G.B.A. Zona Oeste,Merlo,06-2020,12944.117647058825
Bs.As. G.B.A. Zona Oeste,La Matanza,06-2020,14964.333333333334
Bs.As. G.B.A. Zona Norte,San Isidro,06-2020,31173.033707865165
Capital Federal,Villa Urquiza,06-2020,23812.711864406778
Capital Federal,Villa Soldati,06-2020,22000
Bs.As. G.B.A. Zona Sur,Lanús,06-2020,14878.740157480315
Bs.As. G.B.A. Zona Oeste,Tres de Febrero,06-2020,13285.882352941177
Bs.As. G.B.A. Zona Sur,Ezeiza,06-2020,20596.875000000004
Capital Federal,San Cristobal,06-2020,17487.5
Capital Federal,Barracas,06-2020,21763.15789473684
Bs.As. G.B.A. Zona Sur,Presidente Perón,06-2020,7000
Bs.As. G.B.A. Zona Sur,Quilmes,06-2020,19214.024390243903
Capital Federal,Parque Chas,06-2020,15666.666666666666
Capital Federal,Chacarita,06-2020,22300
Capital Federal,Almagro,06-2020,22800.709219858163
Capital Federal,Barrio Norte,06-2020,27117.553191489369
Capital Federal,Centro / Microcentro,06-2020,21521.05263157895
Capital Federal,Villa Real,06-2020,17000
Bs.As. G.B.A. Zona Sur,Esteban Echeverría,06-2020,13576.923076923076
Bs.As. G.B.A. Zona Norte,Pilar,06-2020,23248.366013071893
Bs.As. G.B.A. Zona Sur,Lomas de Zamora,06-2020,16601.652892561979
Capital Federal,Paternal,06-2020,18515
Capital Federal,Once,06-2020,20200
Bs.As. G.B.A. Zona Norte,Escobar,06-2020,15711.290322580646
Capital Federal,Liniers,06-2020,23826.923076923078
Capital Federal,Villa Pueyrredón,06-2020,18896.153846153844
Capital Federal,Boca,06-2019,14144.444444444445
Bs.As. G.B.A. Zona Sur,Florencio Varela,06-2019,7800
Capital Federal,Parque Chacabuco,06-2019,14681.481481481485
Bs.As. G.B.A. Zona Norte,San Fernando,06-2019,20445.054945054944
Capital Federal,Monserrat,06-2019,15851.851851851854
Bs.As. G.B.A. Zona Norte,General San Martín,06-2019,12071.559633027524
Bs.As. G.B.A. Zona Oeste,"",06-2019,8791.6666666666679
Bs.As. G.B.A. Zona Oeste,Ituzaingó,06-2019,10923.404255319148
Capital Federal,Monte Castro,06-2019,12406.25
Capital Federal,Villa Crespo,06-2019,14878.431372549017
Capital Federal,Villa Pueyrredón,06-2019,14900
Capital Federal,Agronomía,06-2019,16571.428571428572
Bs.As. G.B.A. Zona Sur,Lanús,06-2019,10390.625
Capital Federal,Las Cañitas,06-2019,35915.151515151512
Bs.As. G.B.A. Zona Sur,Berazategui,06-2019,17291.666666666668
Capital Federal,Villa Ortuzar,06-2019,18071.428571428572
Bs.As. G.B.A. Zona Norte,San Isidro,06-2019,22066.00985221675
Capital Federal,Parque Centenario,06-2019,13375
Capital Federal,Villa Real,06-2019,7300
Capital Federal,Recoleta,06-2019,25952.295918367352
Capital Federal,Belgrano,06-2019,23146.627450980392
Bs.As. G.B.A. Zona Norte,Escobar,06-2019,10714.705882352942
Bs.As. G.B.A. Zona Norte,Vicente López,06-2019,26481.042654028432
Capital Federal,Villa del Parque,06-2019,13922.222222222224
Bs.As. G.B.A. Zona Norte,Malvinas Argentinas,06-2019,9607.6923076923085
Capital Federal,Barracas,06-2019,15740.000000000002
Capital Federal,Parque Avellaneda,06-2019,13250
Capital Federal,Tribunales,06-2019,13375
Capital Federal,Caballito,06-2019,15351.832460732983
Capital Federal,Paternal,06-2019,14250
Capital Federal,Once,06-2019,14239.13043478261
Capital Federal,Parque Chas,06-2019,15250
Capital Federal,Velez Sarsfield,06-2019,9100
Capital Federal,Abasto,06-2019,14343.75
Capital Federal,Villa Luro,06-2019,16608.571428571431
Bs.As. G.B.A. Zona Sur,Quilmes,06-2019,12776.000000000002
Capital Federal,Congreso,06-2019,15138.888888888889
Bs.As. G.B.A. Zona Oeste,Hurlingham,06-2019,9025
Bs.As. G.B.A. Zona Norte,Tigre,06-2019,22945.390070921989
Capital Federal,Colegiales,06-2019,22837.254901960787
Bs.As. G.B.A. Zona Sur,Almirante Brown,06-2019,11107.142857142857
Capital Federal,Chacarita,06-2019,14741.666666666668
Capital Federal,Villa Lugano,06-2019,11246.153846153846
Capital Federal,San Cristobal,06-2019,14066.666666666666
Capital Federal,Centro / Microcentro,06-2019,12966.666666666666
Bs.As. G.B.A. Zona Sur,Avellaneda,06-2019,10504.102564102564
Capital Federal,Palermo,06-2019,31093.142605633802
Bs.As. G.B.A. Zona Oeste,Merlo,06-2019,10640.476190476189
Bs.As. G.B.A. Zona Sur,Ezeiza,06-2019,16851.724137931036
Capital Federal,Puerto Madero,06-2019,42691.304347826081
Bs.As. G.B.A. Zona Oeste,La Matanza,06-2019,11067.741935483871
Bs.As. G.B.A. Zona Sur,Esteban Echeverría,06-2019,8990.9090909090919
Bs.As. G.B.A. Zona Norte,Pilar,06-2019,16145.333333333338
Capital Federal,Parque Patricios,06-2019,15208.333333333334
Bs.As. G.B.A. Zona Oeste,Morón,06-2019,9681.2121212121219
Capital Federal,"",06-2019,12600
Bs.As. G.B.A. Zona Sur,La Plata,06-2019,11320.909090909092
Capital Federal,Mataderos,06-2019,13172.5
Capital Federal,Villa Santa Rita,06-2019,17700
Capital Federal,San Telmo,06-2019,17289.743589743586
Capital Federal,Villa General Mitre,06-2019,14666.666666666666
Bs.As. G.B.A. Zona Oeste,Marcos Paz,06-2019,6500
Bs.As. G.B.A. Zona Norte,"",06-2019,10395.454545454546
Capital Federal,Saavedra,06-2019,16712.121212121212
Capital Federal,Almagro,06-2019,14995.744680851063
Capital Federal,Barrio Norte,06-2019,20891.780821917804
Capital Federal,Balvanera,06-2019,15527.160493827159
Bs.As. G.B.A. Zona Oeste,Moreno,06-2019,9457.1428571428587
Bs.As. G.B.A. Zona Oeste,Tres de Febrero,06-2019,9610.5691056910582
Capital Federal,Villa Urquiza,06-2019,16487.596899224805
Capital Federal,Nuñez,06-2019,60229.545454545449
Capital Federal,Versalles,06-2019,9750
Capital Federal,Retiro,06-2019,24426
Capital Federal,Villa Devoto,06-2019,16423.076923076922
Bs.As. G.B.A. Zona Oeste,General Rodríguez,06-2019,9866.6666666666661
Capital Federal,Flores,06-2019,14058.181818181818
Capital Federal,Liniers,06-2019,12806.451612903225
Bs.As. G.B.A. Zona Norte,San Miguel,06-2019,9927.37556561086
Capital Federal,Coghlan,06-2019,17530.769230769227
Capital Federal,Floresta,06-2019,12999.999999999998
Capital Federal,Boedo,06-2019,12986.111111111109
Bs.As. G.B.A. Zona Norte,José C Paz,06-2019,7518.75
Capital Federal,Constitución,06-2019,14000
Capital Federal,San Nicolás,06-2019,12962.962962962964
Bs.As. G.B.A. Zona Sur,Lomas de Zamora,06-2019,12200
Capital Federal,Pompeya,06-2019,9500
Bs.As. G.B.A. Zona Norte,San Fernando,06-2018,11125.396825396827
Bs.As. G.B.A. Zona Norte,Malvinas Argentinas,06-2018,7080.0000000000009
Capital Federal,Saavedra,06-2018,12899.999999999998
Capital Federal,Liniers,06-2018,10807.692307692309
Bs.As. G.B.A. Zona Oeste,General Rodríguez,06-2018,9000
Capital Federal,Coghlan,06-2018,14454.545454545454
Capital Federal,"",06-2018,11109.09090909091
Capital Federal,Palermo,06-2018,16653.844322344321
Capital Federal,Boca,06-2018,10050
Bs.As. G.B.A. Zona Oeste,Morón,06-2018,7765.95744680851
Capital Federal,Mataderos,06-2018,9833.3333333333339
Bs.As. G.B.A. Zona Norte,José C Paz,06-2018,7833.333333333333
Capital Federal,Almagro,06-2018,11363.11475409836
Capital Federal,Las Cañitas,06-2018,22782.608695652176
Capital Federal,Boedo,06-2018,8952.6315789473683
Capital Federal,Villa Ortuzar,06-2018,23500
Bs.As. G.B.A. Zona Sur,Lomas de Zamora,06-2018,9520.4081632653069
Capital Federal,Villa Pueyrredón,06-2018,10416.666666666668
Capital Federal,Villa Real,06-2018,12000
Bs.As. G.B.A. Zona Norte,Vicente López,06-2018,20755.945945945943
Bs.As. G.B.A. Zona Sur,Cañuelas,06-2018,3200
Capital Federal,Monte Castro,06-2018,13000
Capital Federal,Villa Crespo,06-2018,11727.472527472526
Bs.As. G.B.A. Zona Norte,San Miguel,06-2018,8126.3157894736823
Capital Federal,Villa Urquiza,06-2018,13565.393258426968
Capital Federal,Retiro,06-2018,20313.888888888887
Capital Federal,Recoleta,06-2018,20518.433179723503
Capital Federal,Monserrat,06-2018,12309.375
Bs.As. G.B.A. Zona Oeste,Tres de Febrero,06-2018,7606.8345323741014
Capital Federal,Centro / Microcentro,06-2018,13051.724137931034
Bs.As. G.B.A. Zona Norte,"",06-2018,8415
Bs.As. G.B.A. Zona Sur,Berazategui,06-2018,15416.666666666666
Bs.As. G.B.A. Zona Sur,Florencio Varela,06-2018,5833.333333333333
Capital Federal,San Cristobal,06-2018,9062.5
Capital Federal,Villa Devoto,06-2018,11381.48148148148
Capital Federal,Velez Sarsfield,06-2018,10166.666666666666
Capital Federal,Pompeya,06-2018,10000
Capital Federal,Abasto,06-2018,10450
Capital Federal,Villa General Mitre,06-2018,9885.7142857142862
Capital Federal,Nuñez,06-2018,16283.970873786408
Bs.As. G.B.A. Zona Sur,Esteban Echeverría,06-2018,8390
Bs.As. G.B.A. Zona Sur,Avellaneda,06-2018,8150
Capital Federal,Parque Centenario,06-2018,13250
Bs.As. G.B.A. Zona Norte,Pilar,06-2018,11318.382352941175
Capital Federal,Barracas,06-2018,14566.666666666666
Capital Federal,Villa Santa Rita,06-2018,8375
Bs.As. G.B.A. Zona Sur,Quilmes,06-2018,10602.538461538461
Capital Federal,Paternal,06-2018,9000
Capital Federal,Congreso,06-2018,10525.925925925925
Capital Federal,Villa Luro,06-2018,11214.285714285714
Capital Federal,Constitución,06-2018,8392.3076923076915
Capital Federal,Barrio Norte,06-2018,15796.319018404909
Bs.As. G.B.A. Zona Oeste,Merlo,06-2018,7163.636363636364
Capital Federal,San Nicolás,06-2018,18215.931034482761
Bs.As. G.B.A. Zona Oeste,Moreno,06-2018,7831.3725490196075
Bs.As. G.B.A. Zona Sur,La Plata,06-2018,8645.308641975309
Bs.As. G.B.A. Zona Oeste,Ituzaingó,06-2018,8145
Capital Federal,Once,06-2018,9083.3333333333339
Capital Federal,Chacarita,06-2018,10433.333333333334
Capital Federal,Parque Chas,06-2018,11450
Capital Federal,Parque Patricios,06-2018,10216.666666666668
Bs.As. G.B.A. Zona Norte,Tigre,06-2018,17852.264000000003
Bs.As. G.B.A. Zona Sur,Lanús,06-2018,7884.9999999999991
Capital Federal,Caballito,06-2018,12182.486486486485
Capital Federal,Balvanera,06-2018,10251.219512195121
Capital Federal,Tribunales,06-2018,10309.090909090908
Capital Federal,Versalles,06-2018,10875
Bs.As. G.B.A. Zona Norte,San Isidro,06-2018,18976.900584795319
Capital Federal,Agronomía,06-2018,14000
Capital Federal,Colegiales,06-2018,13773.076923076924
Bs.As. G.B.A. Zona Oeste,Hurlingham,06-2018,7757.1428571428569
Bs.As. G.B.A. Zona Oeste,La Matanza,06-2018,8475.2427184466032
Capital Federal,Villa del Parque,06-2018,10445.714285714288
Capital Federal,San Telmo,06-2018,14390.452380952382
Bs.As. G.B.A. Zona Norte,Escobar,06-2018,8318.5185185185182
Capital Federal,Puerto Madero,06-2018,35030.852941176468
Bs.As. G.B.A. Zona Oeste,Marcos Paz,06-2018,6200
Bs.As. G.B.A. Zona Oeste,"",06-2018,9100
Bs.As. G.B.A. Zona Sur,Ezeiza,06-2018,11822.916666666668
Capital Federal,Belgrano,06-2018,15788.75796178344
Bs.As. G.B.A. Zona Sur,Almirante Brown,06-2018,8905.405405405405
Bs.As. G.B.A. Zona Norte,General San Martín,06-2018,9105.7142857142881
Capital Federal,Floresta,06-2018,9858.064516129034
Capital Federal,Flores,06-2018,11072.222222222224
Capital Federal,Villa Lugano,06-2018,9928.57142857143
Capital Federal,Parque Chacabuco,06-2018,11135
Bs.As. G.B.A. Zona Sur,Florencio Varela,06-2017,6000
Bs.As. G.B.A. Zona Oeste,Morón,06-2017,5653.4482758620688
Bs.As. G.B.A. Zona Norte,Vicente López,06-2017,15716.14173228346
Bs.As. G.B.A. Zona Sur,Cañuelas,06-2017,6500
Bs.As. G.B.A. Zona Norte,Escobar,06-2017,6564.2857142857138
Bs.As. G.B.A. Zona Oeste,Hurlingham,06-2017,5100
Bs.As. G.B.A. Zona Sur,La Plata,06-2017,7268.3870967741932
Bs.As. G.B.A. Zona Sur,"",06-2017,5850
Capital Federal,Villa Ortuzar,06-2017,9250
Capital Federal,Villa Urquiza,06-2017,9090.0000000000018
Capital Federal,Parque Chacabuco,06-2017,8620
Capital Federal,Villa Pueyrredón,06-2017,8420
Capital Federal,Parque Chas,06-2017,5900
Bs.As. G.B.A. Zona Norte,Malvinas Argentinas,06-2017,4250
Capital Federal,Villa Crespo,06-2017,8620
Capital Federal,Recoleta,06-2017,14570.629370629371
Capital Federal,Las Cañitas,06-2017,12989.583333333332
Capital Federal,Monserrat,06-2017,11372.727272727274
Capital Federal,Versalles,06-2017,9500
Capital Federal,Velez Sarsfield,06-2017,8225
Capital Federal,Villa General Mitre,06-2017,10000
Bs.As. G.B.A. Zona Oeste,Tres de Febrero,06-2017,5981.159420289855
Bs.As. G.B.A. Zona Norte,José C Paz,06-2017,5100
Capital Federal,Flores,06-2017,8155.813953488374
Capital Federal,Abasto,06-2017,8437.5
Capital Federal,Coghlan,06-2017,10888.888888888889
Bs.As. G.B.A. Zona Oeste,Marcos Paz,06-2017,4940
Bs.As. G.B.A. Zona Sur,Quilmes,06-2017,8029.0322580645152
Capital Federal,Palermo,06-2017,14924.386920980927
Capital Federal,Constitución,06-2017,6957.1428571428569
Bs.As. G.B.A. Zona Oeste,Merlo,06-2017,5666.666666666667
Capital Federal,Parque Centenario,06-2017,8590
Capital Federal,Boedo,06-2017,7375
Capital Federal,Floresta,06-2017,8255.5555555555566
Capital Federal,Nuñez,06-2017,11731.730158730159
Capital Federal,San Nicolás,06-2017,8804.545454545454
Capital Federal,Paternal,06-2017,7488.8888888888887
Capital Federal,Villa del Parque,06-2017,8666.6666666666661
Bs.As. G.B.A. Zona Sur,Esteban Echeverría,06-2017,6833.333333333333
Capital Federal,Tribunales,06-2017,9600
Capital Federal,Saavedra,06-2017,9142.8571428571431
Bs.As. G.B.A. Zona Sur,Lomas de Zamora,06-2017,6558.536585365855
Bs.As. G.B.A. Zona Norte,General San Martín,06-2017,6226.5306122448983
Capital Federal,San Telmo,06-2017,10221.052631578948
Capital Federal,Chacarita,06-2017,9118.181818181818
Capital Federal,Villa Lugano,06-2017,6060
Bs.As. G.B.A. Zona Norte,San Fernando,06-2017,10323.684210526317
Bs.As. G.B.A. Zona Oeste,General Rodríguez,06-2017,6250
Capital Federal,Barrio Norte,06-2017,12246.830985915492
Capital Federal,Villa Luro,06-2017,7742.8571428571422
Capital Federal,Barracas,06-2017,8528.8461538461543
Capital Federal,Almagro,06-2017,8466.6666666666661
Capital Federal,Villa Real,06-2017,9000
Capital Federal,"",06-2017,14290.909090909092
Bs.As. G.B.A. Zona Sur,Almirante Brown,06-2017,6038.0952380952376
Capital Federal,Centro / Microcentro,06-2017,9429.125
Capital Federal,Congreso,06-2017,8600
Bs.As. G.B.A. Zona Oeste,Moreno,06-2017,7680
Capital Federal,Mataderos,06-2017,8150.0000000000009
Capital Federal,Puerto Madero,06-2017,37834.126984126982
Bs.As. G.B.A. Zona Sur,Avellaneda,06-2017,6853.333333333333
Bs.As. G.B.A. Zona Sur,Lanús,06-2017,6352.6315789473683
Capital Federal,Pompeya,06-2017,4000
Capital Federal,Belgrano,06-2017,12698.641304347826
Capital Federal,San Cristobal,06-2017,6713.0434782608691
Capital Federal,Monte Castro,06-2017,7550
Bs.As. G.B.A. Zona Oeste,La Matanza,06-2017,6379.8507462686566
Bs.As. G.B.A. Zona Sur,Ezeiza,06-2017,6900
Bs.As. G.B.A. Zona Norte,Pilar,06-2017,9935.4838709677442
Capital Federal,Villa Devoto,06-2017,8210
Capital Federal,Parque Avellaneda,06-2017,7000
Capital Federal,Retiro,06-2017,14627.083333333336
Capital Federal,Agronomía,06-2017,8680
Capital Federal,Balvanera,06-2017,7555.0000000000009
Capital Federal,Caballito,06-2017,8967.2413793103478
Bs.As. G.B.A. Zona Norte,Tigre,06-2017,13120.890052356019
Bs.As. G.B.A. Zona Oeste,Ituzaingó,06-2017,6336.363636363636
Capital Federal,Once,06-2017,8250
Bs.As. G.B.A. Zona Sur,Berazategui,06-2017,9238.8888888888887
Capital Federal,Boca,06-2017,7114.2857142857138
Capital Federal,Colegiales,06-2017,10408.333333333334
Bs.As. G.B.A. Zona Norte,San Isidro,06-2017,14928.421568627451
Bs.As. G.B.A. Zona Norte,San Miguel,06-2017,6592.2680412371128
Capital Federal,Liniers,06-2017,7900
Bs.As. G.B.A. Zona Oeste,"",06-2017,3000
Capital Federal,Villa Santa Rita,06-2017,8000
Capital Federal,Parque Patricios,06-2017,6646.1538461538466
Capital Federal,Villa Real,06-2016,4925
Bs.As. G.B.A. Zona Oeste,Merlo,06-2016,6166.666666666667
Capital Federal,Balvanera,06-2016,6554.8076923076933
Capital Federal,Parque Chacabuco,06-2016,5500
Capital Federal,Parque Centenario,06-2016,5533.333333333333
Bs.As. G.B.A. Zona Norte,Malvinas Argentinas,06-2016,4025
Capital Federal,Colegiales,06-2016,8255.2000000000025
Capital Federal,Puerto Madero,06-2016,21598.611111111106
Capital Federal,Boedo,06-2016,4680
Capital Federal,Chacarita,06-2016,6850
Bs.As. G.B.A. Zona Oeste,General Rodríguez,06-2016,4500
Bs.As. G.B.A. Zona Norte,General San Martín,06-2016,4786.9565217391309
Bs.As. G.B.A. Zona Oeste,Tres de Febrero,06-2016,4679.86111111111
Capital Federal,Catalinas,06-2016,9000
Capital Federal,Liniers,06-2016,5733.333333333333
Capital Federal,Floresta,06-2016,6225
Capital Federal,Agronomía,06-2016,6433.3333333333339
Capital Federal,"",06-2016,10414.848484848484
Capital Federal,Barracas,06-2016,5860
Bs.As. G.B.A. Zona Oeste,Hurlingham,06-2016,5700
Capital Federal,Nuñez,06-2016,9293.181818181818
Capital Federal,San Cristobal,06-2016,4660
Capital Federal,Villa General Mitre,06-2016,5725
Bs.As. G.B.A. Zona Norte,Tigre,06-2016,10082.205479452055
Capital Federal,Abasto,06-2016,7875
Capital Federal,Saavedra,06-2016,6814.2857142857138
Capital Federal,Paternal,06-2016,5677.7777777777774
Capital Federal,Boca,06-2016,5878.125
Capital Federal,Caballito,06-2016,7136.5789473684208
Capital Federal,Las Cañitas,06-2016,18438.461538461539
Capital Federal,Tribunales,06-2016,5700
Bs.As. G.B.A. Zona Norte,San Isidro,06-2016,12104.385964912279
Capital Federal,Congreso,06-2016,7476.9230769230771
Bs.As. G.B.A. Zona Oeste,La Matanza,06-2016,5307.8034682080925
Bs.As. G.B.A. Zona Oeste,Moreno,06-2016,4229.1666666666661
Bs.As. G.B.A. Zona Sur,Esteban Echeverría,06-2016,6075
Bs.As. G.B.A. Zona Oeste,Ituzaingó,06-2016,5953.333333333333
Bs.As. G.B.A. Zona Norte,San Fernando,06-2016,7317.74193548387
Capital Federal,Constitución,06-2016,7400
Capital Federal,Barrio Norte,06-2016,11070.873786407767
Capital Federal,Almagro,06-2016,5884.8837209302328
Capital Federal,Monserrat,06-2016,5675
Bs.As. G.B.A. Zona Sur,Lanús,06-2016,5142.5000000000009
Capital Federal,Retiro,06-2016,11117.64705882353
Capital Federal,Centro / Microcentro,06-2016,8025
Capital Federal,Recoleta,06-2016,12528.181818181818
Capital Federal,Villa Urquiza,06-2016,9000
Bs.As. G.B.A. Zona Norte,Escobar,06-2016,5857.1428571428569
Bs.As. G.B.A. Zona Sur,Quilmes,06-2016,5580
Bs.As. G.B.A. Zona Norte,San Miguel,06-2016,4625.0000000000009
Capital Federal,Monte Castro,06-2016,5085.7142857142853
Capital Federal,Villa del Parque,06-2016,5509.090909090909
Bs.As. G.B.A. Zona Norte,"",06-2016,16826.923076923078
Bs.As. G.B.A. Zona Oeste,Morón,06-2016,4631.48148148148
Capital Federal,Coghlan,06-2016,6220
Bs.As. G.B.A. Zona Sur,Lomas de Zamora,06-2016,5401.818181818182
Bs.As. G.B.A. Zona Sur,Berazategui,06-2016,9250
Capital Federal,Velez Sarsfield,06-2016,4750
Bs.As. G.B.A. Zona Oeste,"",06-2016,9000
Capital Federal,Villa Pueyrredón,06-2016,6050
Capital Federal,Villa Lugano,06-2016,7000
Bs.As. G.B.A. Zona Norte,Vicente López,06-2016,13254.097222222221
Bs.As. G.B.A. Zona Sur,La Plata,06-2016,5808.0851063829787
Bs.As. G.B.A. Zona Norte,Pilar,06-2016,7596.9696969696979
Capital Federal,Palermo,06-2016,14475.355450236964
Bs.As. G.B.A. Zona Sur,Ezeiza,06-2016,7166.6666666666661
Capital Federal,Versalles,06-2016,5200
Capital Federal,Once,06-2016,13250
Capital Federal,Mataderos,06-2016,6100
Capital Federal,San Telmo,06-2016,7870.9677419354848
Capital Federal,Parque Avellaneda,06-2016,7000
Bs.As. G.B.A. Zona Sur,Avellaneda,06-2016,5753.125
Capital Federal,Villa Luro,06-2016,7528.5714285714284
Capital Federal,Villa Devoto,06-2016,6285.7142857142853
Bs.As. G.B.A. Zona Sur,Almirante Brown,06-2016,6061.538461538461
Capital Federal,Villa Ortuzar,06-2016,7000
Capital Federal,Villa Crespo,06-2016,7127.4509803921565
Capital Federal,Parque Patricios,06-2016,8942.8571428571431
Capital Federal,Flores,06-2016,5558.8235294117649
Capital Federal,Belgrano,06-2016,10693.092105263157
